object_id,ra,dec,phot_z,stellar_mass,P_merge,vis_class,tidal_feature_vis,shell,stream,tail,plume,double_nucleus,vis_class_flag
37489090194599070,36.29218561540141,-5.752113059910794,0.20749631524085999,14663000064.0,0.8406283855438232,1,1,0,0,0,1,0,0
37489657130276579,35.520970086066185,-5.093560890588172,0.21626226603984833,82267996160.0,0.7905982136726379,1,1,0,0,0,1,0,0
37488978525450551,36.412908745317544,-4.569886609087623,0.21244455873966217,50089000960.0,0.9651674032211304,1,1,0,0,1,0,0,0
37494059471756954,36.91782090520426,-4.861216465884568,0.29264435172080994,22215999488.0,0.9613757133483887,1,0,0,0,0,0,0,0
75339090786027499,242.5055817124639,53.75571860573888,0.14409251511096954,9272599552.0,0.8139081001281738,1,1,0,0,1,1,1,0
41619427099182939,350.93157893985966,-0.3073930694176388,0.29851746559143066,77090996224.0,0.7907875776290894,1,0,0,0,0,0,0,0
37494325759732928,36.56293885587407,-5.139760614688551,0.07603611797094345,5920900096.0,0.878200352191925,1,0,0,0,0,0,0,0
74701812128580938,243.1289016761075,53.36594930654837,0.37572944164276123,25578999808.0,0.8817461729049683,1,0,0,0,0,0,0,0
75338687059095911,243.59850551146246,54.064565523691904,0.11439675092697144,19261999104.0,0.6222605109214783,1,1,0,0,0,1,0,0
38553709508057763,35.81191829192825,-3.5320383492635865,0.2621043622493744,67917000704.0,0.7204676270484924,1,0,0,0,0,0,0,0
42687868933534993,351.31145869998517,0.7261325834460005,0.15021389722824097,18136999936.0,0.6600670218467712,1,0,0,0,0,0,0,0
42688002077525077,351.0899855039646,0.6030589591839703,0.2646946310997009,29009000448.0,0.8283587694168091,1,1,0,0,0,1,0,0
38558640130518373,36.650747481936264,-4.225925457131175,0.18991589546203613,61961998336.0,0.7412852048873901,1,1,0,0,0,1,0,0
42692133836064921,352.8803161521355,0.9481758731927612,0.16923058032989502,99032997888.0,0.9717260599136353,1,0,0,0,0,0,0,0
75954542419681071,241.66276111710826,55.25498653353677,0.30736568570137024,126039998464.0,0.46385735273361206,1,1,0,0,0,1,0,0
75959507401872023,242.85829886202504,55.98386253439779,0.08671688288450241,14234999808.0,0.9097648859024048,1,0,0,0,0,0,0,0
75954551009600413,241.58069846176767,55.54381264178769,0.1727665811777115,60643999744.0,0.6170123219490051,1,0,0,0,0,0,0,0
75344047178284353,243.82129157232168,54.130068229037704,0.2827383279800415,17312999424.0,0.607978880405426,1,0,0,0,0,0,0,0
37494201205674952,36.82980536911441,-4.6847025958110455,0.047094572335481644,3280600064.0,0.984648585319519,1,0,0,0,0,0,0,0
37489670015174825,35.46148843207537,-4.550112373336218,0.36766332387924194,20116000768.0,0.6099280714988708,1,0,0,0,0,0,0,0
75959241113897156,243.4591262841268,56.350498191957236,0.1519538015127182,97978998784.0,0.6837760210037231,1,0,0,0,0,0,0,0
75338687059101736,243.56558480135135,54.15012460496361,0.1694619357585907,81780998144.0,0.9709005355834961,1,0,0,0,0,0,0,0
75338953347062340,242.9454844227361,53.65868574351567,0.2172764539718628,13233000448.0,0.7420364618301392,1,0,0,0,0,0,0,1
37489382252372361,35.873475429448796,-5.060757487307024,0.12952972948551178,50868998144.0,0.8743401765823364,1,0,0,0,0,0,0,0
40550710386906078,350.9064610022281,-1.5597560400398807,0.14015156030654907,15406999552.0,0.9302794933319092,1,0,0,0,0,0,0,0
37489098784536673,36.193566019073444,-5.349900532810852,0.291253924369812,33706999808.0,0.6999626159667969,1,0,0,0,0,0,0,0
37484722212854327,34.8520608075898,-4.514183786108044,0.12493342906236649,52870000640.0,0.7629925608634949,1,0,0,0,0,0,0,0
42697219077328714,353.5175070430068,0.8541509680422396,0.14254824817180634,25326999552.0,0.8028585314750671,1,0,0,0,0,0,0,0
43158189327266275,150.79575719816938,2.3871738762167376,0.17382016777992249,16993000448.0,0.9324477910995483,1,0,0,0,0,0,0,0
37489103079505229,36.23290929373879,-5.137139403444584,0.13947676122188568,22843000832.0,0.9982055425643921,1,1,0,0,1,1,0,0
42691858958156187,353.3129034642095,0.9611749107123618,0.23538167774677277,4786999808.0,0.737373948097229,1,0,0,0,0,0,0,0
75959636250892832,242.33112463134466,55.63347052112993,0.2186334878206253,209779998720.0,0.8213678002357483,1,1,1,0,0,0,0,0
75959631955921541,242.37416494976748,55.430233189421706,0.30155661702156067,28135999488.0,0.8839579820632935,1,1,0,0,0,1,1,0
41623679116808225,352.5568181855937,-0.7100393327222566,0.1690746694803238,48719998976.0,0.6861250996589661,1,0,0,0,0,0,0,0
42692541857949395,352.4640444572113,0.6888304091192019,0.24392284452915192,142590001152.0,0.792790412902832,1,0,0,0,0,0,0,0
75959631955929105,242.4148332804042,55.4810801640292,0.12132863700389862,15205999616.0,0.7822070121765137,1,0,0,0,0,0,0,0
75959644840824761,242.41923300133425,55.98003781106595,0.25975969433784485,5696000000.0,0.8651297092437744,1,0,0,0,0,0,0,1
