ra,dec,source
37.419119439469455,-4.148636353518951,2509_18274
353.42100307906225,-0.0737482062632761,2509_18274
351.2341092782189,-1.3363590891388346,2509_18274
244.12215860872715,54.47082898764412,2509_18274
36.546086025779935,-4.612282300282712,2509_18274
35.87434663351436,-3.7839577767955337,2509_18274
241.10659290234764,54.55192398868353,2509_18274
351.3287089773124,0.5774671875200412,2509_18274
35.52849198798377,-4.353931688456659,2509_18274
36.678011435687445,-4.950184962972247,2509_18274
243.6349207480526,54.10414343433021,2509_18274
35.598954640561836,-5.6220708271612425,2509_18274
149.18440279916197,1.2986217900655308,2509_18274
242.6727322379649,55.34688270041046,2509_18274
149.7305536646624,1.2559596857053017,2509_18274
241.75317814440592,53.603080468205846,2509_18274
243.33876812133235,56.51207240641347,2509_18274
150.08925414865067,3.3142453879297005,2509_18274
242.80799176480863,56.016438443175126,2509_18274
35.97055057551543,-4.769421650156439,2509_18274
35.779625564951616,-3.3861086567778047,2509_18274
352.3762997866239,0.6921515053208609,2509_18274
243.87965981893697,54.87509436800533,2509_18274
36.723633049998355,-4.020353686710826,2509_18274
34.166080231407264,-4.796421050808643,2509_18274
35.89628769645057,-4.501520372271686,2509_18274
243.36047957257975,54.30097373318518,2509_18274
35.500381520003735,-4.302322920562231,2509_18274
352.23463419865453,-1.3449124558727674,2509_18274
36.33090271993397,-4.777200364963075,2509_18274
352.8146402583271,-1.0123258898093108,2509_18274
243.1308141650542,54.20109091580417,2509_18274
243.77960062727655,53.50774771388907,2509_18274
243.73452387342348,54.30353248523265,2509_18274
150.06781903695614,3.3380400830572183,2509_18274
350.9299497872371,-1.1080553151912105,2509_18274
150.08882456582845,2.778992299911988,2509_18274
151.15998931775297,2.247777332740964,2509_18274
351.7931289800806,-0.7845804548444306,2509_18274
243.422201914202,55.728729024110024,2509_18274
36.72058763321162,-4.636777192336011,2509_18274
242.5725163008024,53.37889860168495,2509_18274
245.17614544841877,55.3214037003877,2509_18274
37.08589651471639,-4.142603315705883,2509_18274
151.4314139779597,2.633518331365564,2509_18274
350.21118270567734,-1.0100441759689152,2509_18274
36.190173687448286,-4.845639780689612,2509_18274
35.034896470876795,-3.8192725717148255,2509_18274
36.42101989639503,-4.354753831479668,2509_18274
351.60765715304694,-0.5784257595069755,2509_18274
35.61072339316008,-4.993916143571985,2509_18274
241.2107939384865,55.29742765280556,2509_18274
149.8844014249578,2.4480233958752224,2509_18274
352.9908601603414,-0.689499945399305,2509_18274
240.3220096167376,54.76222693821928,2509_18274
36.16406998170905,-3.975932970850831,2509_18274
242.35776227265637,53.82318621305885,2509_18274
149.4446495879695,0.8723867483362833,2509_18274
352.5222719083486,-0.561807132111788,2509_18274
150.37957369707806,2.4129112427733204,2509_18274
242.51076167274044,53.7585450278709,2509_18274
36.45647949457549,-4.004213596779174,2509_18274
352.3782130513637,-1.3007706447686918,2509_18274
242.6559655847658,55.15360850879307,2509_18274
35.019272986282104,-4.868022666862226,2509_18274
351.9753760813315,-0.6336340636567747,2509_18274
35.9657739647608,-4.278338066153943,2509_18274
34.44936245226577,-4.655251524790028,2509_18274
240.6447107014832,55.57331246839734,2509_18274
149.53413485163424,0.9102905054735272,2509_18274
36.30231789032985,-3.692266380238285,2509_18274
244.40424894739343,54.52388475428267,2509_18274
243.2230781306752,53.754867045706774,2509_18274
242.69399427870175,53.74307177849995,2509_18274
240.62021730524103,55.5566029011018,2509_18274
36.75253674025456,-5.068554312912704,2509_18274
35.414992838220925,-3.64882902130884,2509_18274
150.24420594914096,2.1986283299331135,2509_18274
148.81936141578151,2.535658081808872,2509_18274
148.66570269623205,2.545018409018236,2509_18274
34.82375371153847,-4.483870654299843,2509_18274
151.44983459631862,2.0982068436161683,2509_18274
37.50059538261348,-4.2661979413989055,2509_18274
351.9816991053886,-1.0187129335992944,2509_18274
150.02734353034663,1.4275934544020208,2509_18274
35.595957513763096,-5.134402722244434,2509_18274
36.42818029428118,-5.244650113217963,2509_18274
35.62329620488591,-4.032256979955778,2509_18274
353.31544947260875,0.9593100247929642,2509_18274
36.462498948251955,-4.614607542326759,2509_18274
243.3633966265312,53.461189562058586,2509_18274
243.24809740135652,54.14587098224882,2509_18274
150.5548425357459,2.025127985293437,2509_18274
243.7265077381242,53.43705894407167,2509_18274
240.8449759311339,54.7103772905897,2509_18274
352.34795994340607,0.0007580137915302,2509_18274
36.91421761916452,-4.035780248935727,2509_18274
353.20800562279885,-0.1650368154011826,2509_18274
244.43721708955175,55.11446193875167,2509_18274
35.46058839745039,-4.12999125483282,2509_18274
351.42458921853245,0.7837077738336238,2509_18274
242.46997965489376,53.55657818589611,2509_18274
242.5848168411939,53.79784834059069,2509_18274
149.22190390972546,2.919950309232573,2509_18274
353.1910065869664,-0.3750287195776461,2509_18274
150.03396357710469,2.718762130335974,2509_18274
244.6259769429884,54.291260848866536,2509_18274
35.385265553048974,-3.381719493586241,2509_18274
35.59699262386686,-4.722115911849064,2509_18274
352.9288775780605,-1.2633406197872636,2509_18274
351.2835540870268,-0.3252467012202586,2509_18274
34.49236064228462,-4.2647578631582155,2509_18274
353.34444741679346,0.7360093504512171,2509_18274
149.5217143239783,3.3935696276893648,2509_18274
36.81036991863492,-3.81461896577416,2509_18274
241.30983964427347,54.27520911889808,2509_18274
33.79958723564349,-4.560518781082563,2509_18274
352.93481375971845,0.0541352077073575,2509_18274
35.68502117656529,-4.051210367577269,2509_18274
36.790886049015235,-4.5853558760100555,2509_18274
352.12751103517627,-0.9327430894655652,2509_18274
350.7086050410725,-0.990639362939968,2509_18274
352.86709482431013,0.6151082511430708,2509_18274
34.28894108743327,-4.140729933832222,2509_18274
34.98734638886941,-5.411175839328756,2509_18274
353.3498062103796,0.1154545696427412,2509_18274
34.96502782639823,-4.8435484333362,2509_18274
352.7678928770459,0.6482331623414787,2509_18274
243.81878091652212,54.12009922264034,2509_18274
242.5084989370963,56.35884894304713,2509_18274
149.81983468020624,1.2840339380396946,2509_18274
241.2054962239934,56.01392266974408,2509_18274
243.61928615338627,54.414023006794174,2509_18274
150.65729950394524,0.7926807908413583,2509_18274
149.2357865546695,2.960896689145897,2509_18274
242.10227869119132,53.33918293209468,2509_18274
33.73478867636734,-4.600763429007594,2509_18274
35.50790893418754,-4.8026271655149175,2509_18274
243.204875919179,54.036582615535806,2509_18274
242.36135679874045,55.27842640537847,2509_18274
353.4286308158689,-0.2532883310933702,2509_18274
149.33614600593376,3.5911436647682176,2509_18274
36.71701036285086,-4.553590411483428,2509_18274
243.283229934093,54.861638875554526,2509_18274
351.96608296721973,-1.1655871223714007,2509_18274
242.4009237666953,54.52396701841789,2509_18274
242.5296140403314,56.41966248107605,2509_18274
148.91686411753457,1.1663321768090922,2509_18274
34.14271352601885,-4.302607740137534,2509_18274
150.02847496310542,2.375118382311565,2509_18274
148.92946765779783,2.2594083717131603,2509_18274
241.43213499918295,54.68957188546542,2509_18274
242.90494797575775,55.304525919891326,2509_18274
351.53060688633377,0.2521705121948192,2509_18274
352.0543624145226,0.9557719330548043,2509_18274
33.96400560436826,-4.616252960481617,2509_18274
151.7091818976271,1.8222543481306688,2509_18274
352.97403198661283,0.8141109846899818,2509_18274
37.62302126989797,-4.620459870627592,2509_18274
35.71455578537108,-5.856640960839433,2509_18274
351.57430268850203,0.1355423814015147,2509_18274
350.87345731792607,-0.6835156291166633,2509_18274
36.11957629112688,-5.056295120079418,2509_18274
244.70514375026187,55.40918795520454,2509_18274
36.61531634433097,-4.059178178291635,2509_18274
351.3928947947368,-1.5018129953471768,2509_18274
241.52101723327544,55.90675838768728,2509_18274
243.6946602288968,56.089910756836034,2509_18274
352.6641283299314,0.6097458028819953,2509_18274
244.1072629637822,53.96712447074285,2509_18274
34.78379694855943,-4.908682715746313,2509_18274
33.90908451794967,-4.401668351152719,2509_18274
240.68418599329212,55.05531378098203,2509_18274
36.2547234631193,-4.042411846240439,2509_18274
351.0887926200607,0.6057997258384564,2509_18274
241.8189872581096,56.693532459046025,2509_18274
353.6695359424331,0.1729264066051125,2509_18274
242.2400977469071,55.355745816614,2509_18274
35.565723667171184,-3.4671536245130956,2509_18274
240.557260369262,55.58183501262008,2509_18274
243.2631541460862,53.19082176964008,2509_18274
242.4478320939767,53.23460535136042,2509_18274
35.79339911645782,-3.4980499827110987,2509_18274
351.85613345155576,-0.6383565089978523,2509_18274
241.2496921454204,55.7062522296106,2509_18274
351.58742260431876,-0.843594050406978,2509_18274
36.73499532637469,-4.6445538801842305,2509_18274
36.63117299421732,-5.0558795490593305,2509_18274
241.12603687025663,55.09390182608517,2509_18274
243.6876963433503,56.4340881937298,2509_18274
36.70484448966716,-4.464635058721778,2509_18274
242.13939984663529,54.919444821565016,2509_18274
353.3639819286847,-0.3886690575257017,2509_18274
34.37324167043584,-4.207900858173958,2509_18274
243.4990219904159,55.759672154251206,2509_18274
37.52069203113465,-4.530039895673249,2509_18274
151.7062079166441,1.457311937903001,2509_18274
243.51290898251395,54.17872563480013,2509_18274
243.9423971143188,54.32105379667974,2509_18274
37.55260519085046,-4.654362089435877,2509_18274
243.19509166609703,55.831994226470435,2509_18274
35.70711411350276,-5.563113430040663,2509_18274
352.9423154012014,-0.4950846927471395,2509_18274
150.8369301279354,2.967195263078016,2509_18274
242.9517290339464,54.445935418295235,2509_18274
351.3823687933229,0.4142099474965843,2509_18274
151.29784355332063,0.8358188284686088,2509_18274
36.4809960661404,-5.136597949265269,2509_18274
35.03745567496055,-4.0827725951325515,2509_18274
243.03453958140815,54.84211980001375,2509_18274
151.01298921347643,2.1838271967077096,2509_18274
351.6479264908465,-1.3806738467046216,2509_18274
242.04831277132087,54.40971968010827,2509_18274
35.83267145880459,-4.594399091734903,2509_18274
37.487085344503136,-4.166981619323177,2509_18274
34.56412104375312,-4.266103550090402,2509_18274
35.10374888752373,-3.644544630268222,2509_18274
244.4883247956778,54.874619125564145,2509_18274
351.45152002068204,0.2843443949879872,2509_18274
243.9120283225895,53.89334039873881,2509_18274
36.409371734784976,-4.782567337640187,2509_18274
35.8660584236487,-4.326731012495898,2509_18274
243.45700461707625,54.32629303893386,2509_18274
37.221346986197275,-4.314059642845855,2509_18274
36.79962299038327,-4.3702220950387165,2509_18274
242.38915755513833,54.14697510364082,2509_18274
35.78658321015127,-3.37072466173871,2509_18274
242.80424990100985,55.67966201371095,2509_18274
353.4481321926488,-0.0098569255891216,2509_18274
242.12142948196197,53.817943905354774,2509_18274
148.9309847399537,2.436998296928228,2509_18274
241.84226920661737,55.83435137442602,2509_18274
34.843237438437065,-4.004811845566317,2509_18274
245.47379865022708,55.00914041836746,2509_18274
350.41609455088644,-1.1522814491012303,2509_18274
35.202128773648376,-5.590920838960796,2509_18274
350.9799275713423,-0.4877286007921873,2509_18274
243.17171332815963,55.83314573336014,2509_18274
351.8123782278565,0.8264148985681791,2509_18274
35.520344074945825,-4.437962264956388,2509_18274
243.04964170887055,53.38653907762178,2509_18274
351.5123288455263,-1.0671417070504874,2509_18274
241.7028038624932,54.67763424981776,2509_18274
37.31539836768674,-3.9068704277937862,2509_18274
34.72654045390415,-4.24578003816815,2509_18274
351.72736946557217,0.2578315450974048,2509_18274
35.88495071076973,-4.094546810669659,2509_18274
353.05281798642176,-1.4070915762488214,2509_18274
35.546950318981864,-4.095189456000014,2509_18274
243.3572318602868,54.27956529248031,2509_18274
241.21926672401952,54.64689785301492,2509_18274
149.24826885396354,3.6652875031650254,2509_18274
36.35078705954365,-5.745557737841471,2509_18274
35.337625068897026,-5.665537282510243,2509_18274
37.219659007295654,-4.7871911996231615,2509_18274
34.796881313945455,-5.25041755792848,2509_18274
151.32966777624776,2.271163163258563,2509_18274
241.45486827346627,54.65869139634522,2509_18274
36.15139984890611,-4.384973789459346,2509_18274
352.36019650789535,-0.668119931904338,2509_18274
244.44893963596897,54.878330691735016,2509_18274
351.4896136284126,0.9522453754168092,2509_18274
33.89340906037015,-4.9982027204060415,2509_18274
352.9659974106918,-0.0204022941662423,2509_18274
150.7676279989687,1.0617348902309638,2509_18274
149.5540863934882,0.8174657491045962,2509_18274
241.41151046323944,54.848730650123194,2509_18274
243.1120739711214,54.329620006501294,2509_18274
242.2075860493137,53.997253565809665,2509_18274
353.85455035850237,0.530038654064063,2509_18274
352.76259582076864,0.8360762885964815,2509_18274
36.31962116123356,-5.814830853955387,2509_18274
151.17134338094235,2.106210819865526,2509_18274
242.39375975875615,54.75844328524041,2509_18274
35.48469673685827,-5.181805514703762,2509_18274
151.63255086928655,1.1962199852490347,2509_18274
242.90640351922215,54.299419220210105,2509_18274
149.7691923987171,2.823529026591339,2509_18274
353.1426414550079,-1.134111192780713,2509_18274
351.98182636555777,0.5106884228864611,2509_18274
149.2604542397537,1.454007648897756,2509_18274
243.22766273164348,55.62806558496742,2509_18274
149.74873140766655,3.1916517311609387,2509_18274
150.83001267447926,1.0492365672995674,2509_18274
150.27944111614931,1.9044936164723532,2509_18274
243.401830084308,54.713014405353505,2509_18274
244.62341759471468,55.29859409069825,2509_18274
351.6645665685928,0.1081293196917678,2509_18274
351.67641088074896,0.1143176604154685,2509_18274
35.49789172071292,-4.9577751660491085,2509_18274
350.7737238306638,-1.42043928093284,2509_18274
36.98555467937005,-3.895404243921624,2509_18274
36.23792238478252,-5.232461617285247,2509_18274
243.2621259846865,56.44636770401314,2509_18274
36.63812560249272,-3.9543962289339905,2509_18274
37.10092164770443,-4.138439344309036,2509_18274
243.7017342013303,56.46740283688227,2509_18274
35.51806134522489,-3.6720548433306015,2509_18274
242.9115010020097,53.86630389773659,2509_18274
351.54898273110445,-0.2937923844378494,2509_18274
351.4570995286778,0.0409392328129812,2509_18274
241.91319493528067,55.82110682960638,2509_18274
351.2968979961043,0.5124311477841182,2509_18274
242.34842248361156,53.45319309075417,2509_18274
35.645553373951984,-5.704055714189315,2509_18274
351.99870562991174,0.9391029874356104,2509_18274
243.0322052815246,54.28169151031806,2509_18274
352.88406683512824,-0.402457736589957,2509_18274
36.54074699466784,-5.061287439712685,2509_18274
241.79901265125608,53.916856935336256,2509_18274
350.8694101330665,-0.342932616643327,2509_18274
37.40498578522568,-4.665635248673477,2509_18274
243.9589260039836,56.08977072083995,2509_18274
35.038396339535254,-3.820151531607469,2509_18274
240.93964816299928,54.70862682192844,2509_18274
34.409093650964216,-5.1401419222933935,2509_18274
352.36406408257164,0.6862323623711142,2509_18274
241.60928630692464,56.15890931098882,2509_18274
150.13873262077584,3.216809062632643,2509_18274
353.1073391827721,-0.085997329788193,2509_18274
353.2497630057436,0.9576615736522304,2509_18274
242.23818500678817,55.25906104620729,2509_18274
36.54000210783498,-5.157362011917373,2509_18274
245.07530903213137,54.62246639706149,2509_18274
36.10624762290777,-4.99271202952168,2509_18274
242.71907207648175,56.3204083503441,2509_18274
351.7982623118021,-1.2272642544298558,2509_18274
243.12380982352877,54.25429697653583,2509_18274
35.93933241366189,-4.400459273826993,2509_18274
242.31226922461576,56.42295840754201,2509_18274
36.35004299896362,-4.060632021920437,2509_18274
352.28206965237473,-0.9466568395725306,2509_18274
243.6393654478174,55.9017644668811,2509_18274
148.80048243735345,1.76085877381512,2509_18274
37.56930380046235,-4.46741694290866,2509_18274
242.1170983164897,56.357728614124426,2509_18274
242.28591184081324,55.48036786896824,2509_18274
34.42492016163169,-4.255374842911537,2509_18274
242.5546465458315,53.72672388987637,2509_18274
36.602610694486,-4.803463435485255,2509_18274
36.240833469812635,-4.122918612440003,2509_18274
34.55610035146316,-4.503391108527612,2509_18274
353.18353161691425,-0.2058695327375983,2509_18274
244.28619612936296,55.508747089478746,2509_18274
35.10689151113417,-4.567024869430455,2509_18274
352.1546493364999,-0.2762718394718346,2509_18274
35.85875837293875,-5.522848654477807,2509_18274
149.1837646330362,1.954322893308594,2509_18274
37.006864993109886,-4.829665448326546,2509_18274
353.1744129459979,0.5812256533110306,2509_18274
36.17149042804313,-3.6086143891735785,2509_18274
351.2754715307722,-1.2956191760220546,2509_18274
241.56738721033713,54.61386114098752,2509_18274
36.9835267691212,-3.992449666997816,2509_18274
36.352049637541576,-5.74736968630821,2509_18274
244.2543214530376,54.982280286006926,2509_18274
351.5543283115586,-1.4030142869662812,2509_18274
149.47484803395932,1.9582491997189455,2509_18274
242.8683106394543,53.803051388584485,2509_18274
241.57667442716604,53.939236463508315,2509_18274
244.0925337623479,54.469544365819296,2509_18274
244.39442895069095,54.91943726967837,2509_18274
151.63172530284095,3.01471523778867,2509_18274
243.315209966941,54.345871683004894,2509_18274
242.01913888234725,54.13723910162722,2509_18274
36.41015317039496,-4.571580363767893,2509_18274
149.66059004999764,3.7040571541152585,2509_18274
36.87066971299972,-4.228754605890229,2509_18274
352.5072050145282,0.7427125181467641,2509_18274
151.2040658862608,3.3490399813167326,2509_18274
36.38813836105978,-4.44215997569408,2509_18274
242.861697029654,53.639910677205016,2509_18274
35.90635138777766,-4.129017045936777,2509_18274
242.926718284828,55.84518836509223,2509_18274
36.62438311101344,-4.790199748290136,2509_18274
241.71090818823723,54.8720468787989,2509_18274
350.9275215458444,-0.3202483173386197,2509_18274
351.0373005296108,-1.0801537028888748,2509_18274
351.30547680146867,-0.2055401442215068,2509_18274
149.15745569718686,0.965211668172008,2509_18274
36.19872815100781,-5.455776194904168,2509_18274
36.24680903285439,-4.792913224457289,2509_18274
35.094664990121586,-4.7753645628958745,2509_18274
243.5332835262815,54.92813798296245,2509_18274
149.42313224811363,2.534116317079711,2509_18274
151.1015863337051,3.1291795977987893,2509_18274
150.84053225529595,2.838963448283484,2509_18274
37.10960853873832,-3.8250158690798624,2509_18274
151.38166749122206,2.5856127482663087,2509_18274
150.38308056208976,0.9777416810725944,2509_18274
149.387758933382,3.684213133852378,2509_18274
241.3776322118079,54.99324915394777,2509_18274
241.3209529519803,56.405422652528216,2509_18274
243.71640028206735,54.33707875076232,2509_18274
37.294642228803475,-4.338824766080717,2509_18274
242.3760742397805,53.54881938173334,2509_18274
245.22816735930667,54.63237818951437,2509_18274
34.25211015760312,-4.175044696099338,2509_18274
352.6215208410726,-1.4835897159574052,2509_18274
244.6819239902709,55.51895757838127,2509_18274
34.046038130952425,-4.211945789224633,2509_18274
351.20294006646975,-0.3182359909088634,2509_18274
243.61803708247703,56.03620539050407,2509_18274
149.49293538219447,2.1573595022174277,2509_18274
243.25044421158415,55.80962775071555,2509_18274
36.1037911326655,-5.343613956736702,2509_18274
150.94492741593783,2.771030217924394,2509_18274
242.2146011851521,53.50162505733701,2509_18274
242.98401075302505,56.03649284317952,2509_18274
35.48171574138708,-4.545820430478141,2509_18274
148.95473186153646,1.3486762451982548,2509_18274
242.4963961551584,56.01223781434176,2509_18274
352.61065547443735,-0.0832302047137567,2509_18274
151.23846806434656,3.065491723188619,2509_18274
351.28354925168406,0.3079610436441876,2509_18274
37.20563401024922,-4.294807204276907,2509_18274
353.13797499534286,0.7891847030714498,2509_18274
149.44852350416326,0.8599493462245917,2509_18274
352.1478296067793,0.0845415040657044,2509_18274
241.92387849195612,56.700385938921805,2509_18274
35.564080555550234,-4.19404092010545,2509_18274
36.40652842614043,-5.821072313627916,2509_18274
35.184059814787226,-3.663042244969908,2509_18274
352.46390304735735,-1.562192653899666,2509_18274
241.3394655628415,54.92995842230154,2509_18274
36.68224730277672,-4.683466370599516,2509_18274
151.59184207043344,2.7527505207601046,2509_18274
35.53871291753905,-4.231978721958305,2509_18274
151.2358717130431,3.5222346225138352,2509_18274
242.80127175281265,56.3807842516754,2509_18274
35.665376001376295,-3.571462489704071,2509_18274
35.17547539451785,-4.522959162429638,2509_18274
34.28690361917538,-4.229341599109856,2509_18274
244.16835353295568,54.89289359254154,2509_18274
148.52361401620874,1.7872034595794173,2509_18274
36.40620873619385,-5.244068795231989,2509_18274
240.79080062703048,54.5530764932342,2509_18274
351.14041792474137,0.3264919741821898,2509_18274
242.2588977898936,55.323570189765434,2509_18274
37.22580585740957,-4.15691084508557,2509_18274
353.5635882547488,0.7839102938685746,2509_18274
352.6481281564019,0.3305881447682159,2509_18274
243.4894718546165,54.75586338272279,2509_18274
352.5142557071418,-0.6540355389828497,2509_18274
351.7968386620989,0.6597214052753779,2509_18274
150.28119526372254,1.2134527991861273,2509_18274
243.51912399199009,56.26821648713717,2509_18274
352.67049241076006,0.5043465874469908,2509_18274
150.0614685131326,1.5644748618931594,2509_18274
36.511242226647624,-4.881024335706221,2509_18274
243.25422997453,53.6809352098836,2509_18274
35.52749455940144,-4.98752581412018,2509_18274
151.14013869020022,2.240228005048247,2509_18274
35.732804852865954,-4.277679220956221,2509_18274
351.7621754662938,-0.8665889616095517,2509_18274
241.2703140992764,54.60058203413705,2509_18274
353.09807640622944,-1.1230674515225016,2509_18274
352.3432699364793,-0.8416974829976602,2509_18274
149.33577753723011,2.464163711441231,2509_18274
149.90660602175146,3.167029686249247,2509_18274
242.66267175789676,56.24908766900786,2509_18274
35.49166564757715,-4.425880239487847,2509_18274
150.0878879757187,2.779764149714272,2509_18274
151.7487633774641,1.680553322557109,2509_18274
351.92906750380945,0.9670557345849812,2509_18274
241.95150304334032,53.3868156157944,2509_18274
150.59857415411415,3.6298617348498303,2509_18274
35.26227754105986,-4.434477704308173,2509_18274
242.72910758926315,55.955911206016815,2509_18274
37.19620312386081,-4.2606985109308155,2509_18274
37.06494260001145,-4.846505505648149,2509_18274
243.1805758569405,54.46004539106782,2509_18274
35.30162601022611,-3.8940004485597384,2509_18274
243.19807166048233,53.517250894424485,2509_18274
150.05657527667464,2.2085188631961836,2509_18274
37.48936977468979,-4.173132886736364,2509_18274
243.5840600646713,54.37477280743555,2509_18274
34.4444341167057,-5.298949896596366,2509_18274
242.67733202278967,53.36126525018019,2509_18274
37.23104491222081,-4.0008767362227236,2509_18274
35.160550118902655,-3.5902891226240015,2509_18274
240.61333558767356,55.61911025476947,2509_18274
240.3509746932721,54.88161254412515,2509_18274
36.86261123235846,-5.000557054742641,2509_18274
244.3190826916321,55.54434197008163,2509_18274
352.4596584332017,-1.0726017789230695,2509_18274
353.0754115212735,-0.5614851222832363,2509_18274
35.41042519824571,-4.516963410236258,2509_18274
36.726596941554206,-4.619383238898725,2509_18274
149.8608160064693,3.0016919209411235,2509_18274
36.1310534139676,-5.884506285424392,2509_18274
34.292686975638766,-5.2863386203281495,2509_18274
244.20166992300528,56.26877142809008,2509_18274
37.12231815844242,-4.999919864184053,2509_18274
150.93048044739763,0.7004564263251204,2509_18274
351.4041400171489,-0.8518994028641396,2509_18274
242.36690133100277,55.43762309402913,2509_18274
351.5021306622286,-1.2221388431370053,2509_18274
351.0285949506066,0.1692780477801053,2509_18274
241.6161905373629,54.93744499542664,2509_18274
35.44536665071608,-4.023226157451309,2509_18274
242.1654081388619,55.36444291255488,2509_18274
243.02734108407572,56.68345607811034,2509_18274
242.94672905044027,56.05763814026117,2509_18274
37.189262739793314,-3.892441403733311,2509_18274
36.85954289857199,-4.904117376082405,2509_18274
149.4583145845873,2.672848144328271,2509_18274
36.35357025672756,-3.7787682564108063,2509_18274
242.81410472967,55.930583209379385,2509_18274
149.51208712404795,2.6891083463562437,2509_18274
37.20482333301152,-4.821306828464306,2509_18274
149.04896794364444,1.664504818677081,2509_18274
150.3606723804429,1.9879927196335276,2509_18274
149.90607702175564,1.5437805360350936,2509_18274
241.26980960754065,55.14449416397448,2509_18274
351.37860022173754,-0.6095541416417121,2509_18274
242.67286272718832,56.269850068746024,2509_18274
35.750040578982066,-3.618152936996552,2509_18274
242.04083872150017,53.256648162547506,2509_18274
36.64014484114223,-4.142687356895639,2509_18274
36.803398435208855,-5.123421798034414,2509_18274
36.49998307921699,-5.029254691994979,2509_18274
149.326313363876,2.2110397265522295,2509_18274
35.380301906002664,-4.409570661227167,2509_18274
351.7847596170228,-0.3990949902065499,2509_18274
37.13486489774591,-4.0763204287624015,2509_18274
35.608333711814375,-5.724157224555255,2509_18274
149.04301978856856,1.6241016248726428,2509_18274
242.2510192755023,54.3919592517779,2509_18274
36.958228242093355,-4.826390481756748,2509_18274
352.3523654199254,0.5636672682161005,2509_18274
351.4342477819429,-0.1269810931933083,2509_18274
243.58863477900164,56.25835394984251,2509_18274
242.5138991505816,56.05967479331518,2509_18274
243.1083690427799,54.84940913388371,2509_18274
37.345008534149265,-3.944390643306387,2509_18274
242.99988922344633,55.06091394097654,2509_18274
150.8028374228891,2.48885229756944,2509_18274
36.76077087279413,-5.086009957625754,2509_18274
352.6397558263751,0.5987079983427303,2509_18274
351.58128635982723,-0.1630343454431161,2509_18274
149.23599081980424,1.527025523935397,2509_18274
36.185536932295506,-5.499471278412515,2509_18274
35.05040752976813,-4.677697348495701,2509_18274
35.43033899808482,-4.886588700028439,2509_18274
243.59751166782272,55.576245243326525,2509_18274
352.98105975114896,-0.9296210680005966,2509_18274
37.21723451540381,-4.986854871259181,2509_18274
36.69187304256647,-4.6257336479557285,2509_18274
243.0810973645099,54.73068975555153,2509_18274
149.53425309358454,2.4931081636586083,2509_18274
352.9224219806884,0.2412757883666657,2509_18274
242.40041598708183,53.54640143879264,2509_18274
36.25582097308933,-4.654348481192557,2509_18274
36.32148268159014,-5.737917409441857,2509_18274
240.82410657643615,54.71139154520309,2509_18274
36.77544887184835,-3.8842813438336368,2509_18274
36.08745885719754,-3.7680668885907074,2509_18274
351.64537373036706,-0.8947425831947121,2509_18274
352.36911777824923,-1.0770653192847748,2509_18274
36.072351126826746,-3.613874943111051,2509_18274
244.57396281768777,54.866201473763056,2509_18274
150.1895953639758,1.650042795935159,2509_18274
150.3339992662715,1.017110779179551,2509_18274
150.04449970416962,1.287097995960162,2509_18274
149.47279604012843,3.4297820815797517,2509_18274
151.34640576742834,3.42045960227782,2509_18274
243.3469912239399,55.27434990594774,2509_18274
37.53962638037808,-4.835495635776056,2509_18274
352.87065295814233,0.6081923025935335,2509_18274
353.11583356337565,0.7855444939064063,2509_18274
352.64049919868495,-0.1740927937893504,2509_18274
151.56076383597355,2.901118779780332,2509_18274
150.24578492488428,2.6402987856556215,2509_18274
353.6315014726798,0.8271528904411327,2509_18274
244.0267976241526,54.23080390390937,2509_18274
36.14588267829157,-4.239383930639395,2509_18274
149.83179167029675,3.111871218600652,2509_18274
36.703532812980725,-3.812018536206328,2509_18274
244.03896879796764,54.99148636817656,2509_18274
245.1831809182945,55.0345113853592,2509_18274
149.83353457572585,3.113682158715969,2509_18274
243.1201581855775,56.01886119470142,2509_18274
241.23401451822184,55.13991499150565,2509_18274
242.38129128019432,55.42499377423912,2509_18274
243.2443628851493,54.14581170139619,2509_18274
37.10472400902476,-4.950697944248666,2509_18274
352.83041150685,0.6116060566549857,2509_18274
34.09929032109327,-5.15363817975474,2509_18274
244.72665291253747,54.54509195179752,2509_18274
352.8798712887205,-0.8516292585388213,2509_18274
353.78621585363635,-0.2305614166537787,2509_18274
351.77476396854667,-0.6589389505824915,2509_18274
351.8654429937702,0.1607232061188972,2509_18274
242.84103945938335,53.7511453436891,2509_18274
242.1434840362795,54.90571028230336,2509_18274
34.845711985870814,-5.081752758559674,2509_18274
243.03370685458788,54.73510228035208,2509_18274
150.71855089028935,2.690431418608183,2509_18274
35.92366728799635,-4.103848492675783,2509_18274
149.70279587240535,2.878701490093968,2509_18274
243.56506387876655,55.530006594596905,2509_18274
37.64334043311128,-4.3273947969033895,2509_18274
242.80833563168585,54.752742146104474,2509_18274
150.75598392463186,2.3529787711244095,2509_18274
243.7363366570808,53.666179065605654,2509_18274
241.5773139305341,54.04206681583752,2509_18274
35.667162388120346,-4.012671243678213,2509_18274
241.8268942439678,53.88329538724165,2509_18274
243.99518667675352,55.41821798490892,2509_18274
37.63339242037475,-4.4277785350165715,2509_18274
151.16887598808825,0.8003729810949552,2509_18274
242.86894333284977,56.155978969230674,2509_18274
35.49275683837087,-4.951293155506432,2509_18274
350.591083881758,-0.2875739748710281,2509_18274
