ra,dec,source
218.426041,52.056137,1301_4275
210.215012,52.268498,1301_4275
210.487763,52.279442,1301_4275
209.798569,52.362545,1301_4275
209.292969,52.343117,1301_4275
209.650284,52.355919,1301_4275
209.666946,52.360199,1301_4275
209.940918,52.3769,1301_4275
209.355331,52.392796,1301_4275
209.590347,52.392918,1301_4275
210.164871,52.439419,1301_4275
210.275452,52.472275,1301_4275
209.749939,52.501736,1301_4275
210.152359,52.53862,1301_4275
209.535187,52.526508,1301_4275
209.404678,52.580059,1301_4275
209.618195,52.586479,1301_4275
209.330246,52.731747,1301_4275
209.395874,52.810326,1301_4275
209.50032,52.883415,1301_4275
209.289475,52.941017,1301_4275
209.898544,52.953594,1301_4275
209.505081,52.963158,1301_4275
209.858505,52.992821,1301_4275
209.485703,53.001759,1301_4275
209.408997,53.023777,1301_4275
210.910278,52.205021,1301_4275
212.192047,52.354225,1301_4275
211.565323,52.54303,1301_4275
212.096909,52.917885,1301_4275
212.649674,52.252735,1301_4275
213.330643,52.311333,1301_4275
212.903153,52.342899,1301_4275
212.533722,52.351055,1301_4275
213.503693,52.394409,1301_4275
212.54007,52.422321,1301_4275
212.626358,52.538002,1301_4275
212.727081,52.597843,1301_4275
212.919144,52.635445,1301_4275
212.916229,52.654568,1301_4275
212.90181,52.708626,1301_4275
213.455978,52.786572,1301_4275
213.598999,52.786713,1301_4275
213.497894,52.784462,1301_4275
212.945465,52.799118,1301_4275
212.943024,52.861485,1301_4275
214.632416,52.212444,1301_4275
213.941483,52.224419,1301_4275
213.935242,52.315334,1301_4275
213.737656,52.343651,1301_4275
213.85408,52.424507,1301_4275
214.529358,52.697182,1301_4275
213.873688,52.779507,1301_4275
213.923721,52.813126,1301_4275
214.629379,52.894325,1301_4275
214.626129,52.903076,1301_4275
214.348984,52.964146,1301_4275
216.243637,52.493702,1301_4275
216.063599,52.507214,1301_4275
215.329254,52.542801,1301_4275
215.482788,52.813068,1301_4275
216.419113,52.819981,1301_4275
215.880478,52.923363,1301_4275
215.478272,53.004913,1301_4275
218.209183,52.305428,1301_4275
216.806152,52.399116,1301_4275
217.106079,52.456772,1301_4275
216.780335,52.833733,1301_4275
217.734665,52.970123,1301_4275
217.759003,52.985268,1301_4275
218.293564,52.225994,1301_4275
218.594971,52.477631,1301_4275
218.660126,52.47652,1301_4275
219.006836,52.532066,1301_4275
219.133163,52.644855,1301_4275
218.493957,52.657406,1301_4275
218.587921,52.685917,1301_4275
219.174988,52.703667,1301_4275
218.301025,52.732204,1301_4275
219.238205,52.761662,1301_4275
218.724045,52.797436,1301_4275
218.370041,52.816826,1301_4275
219.062866,52.819733,1301_4275
219.343277,52.835514,1301_4275
219.431351,52.928234,1301_4275
218.293991,52.975128,1301_4275
218.282562,53.021771,1301_4275
210.362747,53.170868,1301_4275
209.149353,53.217339,1301_4275
209.158005,53.236908,1301_4275
209.159347,53.23867,1301_4275
209.227921,53.28281,1301_4275
209.706406,53.480301,1301_4275
209.378998,53.492874,1301_4275
209.320465,53.505669,1301_4275
209.882095,53.75267,1301_4275
209.86824,53.750801,1301_4275
209.271423,53.796322,1301_4275
209.898498,53.857487,1301_4275
209.862823,53.864845,1301_4275
209.74144,53.904179,1301_4275
211.299377,53.115326,1301_4275
211.885223,53.144672,1301_4275
211.488709,53.511341,1301_4275
211.888779,53.732769,1301_4275
210.78595,53.727581,1301_4275
210.904633,53.807507,1301_4275
212.061478,53.837715,1301_4275
211.330795,53.865372,1301_4275
211.975235,53.905971,1301_4275
211.729981,53.925156,1301_4275
211.830338,53.9328,1301_4275
211.850418,54.004223,1301_4275
212.177994,53.998447,1301_4275
211.857315,54.009377,1301_4275
212.131134,54.03215,1301_4275
212.929306,53.258701,1301_4275
212.358276,53.416184,1301_4275
212.50354,53.423107,1301_4275
213.69429,53.479568,1301_4275
212.535065,53.6404,1301_4275
212.910584,53.620235,1301_4275
213.104614,53.632404,1301_4275
212.563415,53.658115,1301_4275
212.921493,53.651966,1301_4275
212.420593,53.655346,1301_4275
212.570328,53.668453,1301_4275
212.515091,53.763378,1301_4275
212.271851,53.795422,1301_4275
212.705353,53.772068,1301_4275
212.880936,53.795136,1301_4275
212.231049,53.824078,1301_4275
213.141983,54.00967,1301_4275
214.731949,53.108681,1301_4275
215.052277,53.124859,1301_4275
214.062256,53.146286,1301_4275
214.933639,53.1786,1301_4275
214.872299,53.194256,1301_4275
214.998291,53.337639,1301_4275
214.11203,53.38007,1301_4275
213.741882,53.588757,1301_4275
213.979172,53.587486,1301_4275
214.461975,53.607838,1301_4275
215.132873,53.601181,1301_4275
214.942932,53.612072,1301_4275
214.572891,53.788956,1301_4275
214.511124,53.784096,1301_4275
214.111115,53.809334,1301_4275
214.078598,53.841564,1301_4275
215.125763,53.866497,1301_4275
216.622604,53.311359,1301_4275
216.472351,53.327595,1301_4275
215.877731,53.473263,1301_4275
216.543228,53.697403,1301_4275
216.110794,53.738377,1301_4275
215.4897,53.840237,1301_4275
216.182754,53.864155,1301_4275
215.778595,53.948265,1301_4275
217.032608,53.200806,1301_4275
218.016815,53.235176,1301_4275
218.086365,53.438587,1301_4275
218.187241,53.46262,1301_4275
217.074982,53.568829,1301_4275
218.163193,53.586056,1301_4275
218.083038,53.61388,1301_4275
216.776779,53.621136,1301_4275
217.552505,53.925854,1301_4275
217.36438,53.92997,1301_4275
218.717087,53.116196,1301_4275
218.689728,53.271534,1301_4275
219.292465,53.306797,1301_4275
218.451843,53.32122,1301_4275
219.340042,53.445568,1301_4275
219.569824,53.43507,1301_4275
218.626083,53.459709,1301_4275
218.418457,53.454117,1301_4275
219.546112,53.462536,1301_4275
219.499527,53.518875,1301_4275
219.692154,53.6492,1301_4275
218.644486,53.684467,1301_4275
219.792877,53.693619,1301_4275
219.025299,53.798485,1301_4275
218.47699,53.875362,1301_4275
209.096008,54.160988,1301_4275
209.319412,54.210136,1301_4275
209.544098,54.246803,1301_4275
210.077286,54.480289,1301_4275
209.986847,54.538315,1301_4275
209.420425,54.679054,1301_4275
209.547699,54.732265,1301_4275
209.532455,54.755295,1301_4275
210.008667,54.779526,1301_4275
210.548492,54.932991,1301_4275
209.275131,54.940247,1301_4275
209.303955,54.944824,1301_4275
211.995529,54.363045,1301_4275
211.166351,54.387829,1301_4275
211.772003,54.405373,1301_4275
211.230392,54.441349,1301_4275
212.004944,54.557308,1301_4275
212.115982,54.65593,1301_4275
211.977921,54.703484,1301_4275
211.155212,54.793438,1301_4275
211.065872,54.966366,1301_4275
212.123306,54.964237,1301_4275
212.935638,54.158489,1301_4275
212.425156,54.236733,1301_4275
213.177521,54.266514,1301_4275
212.300415,54.333485,1301_4275
212.395416,54.442329,1301_4275
212.338608,54.491951,1301_4275
213.609879,54.505718,1301_4275
212.262207,54.551937,1301_4275
212.762207,54.531582,1301_4275
212.256546,54.555839,1301_4275
212.25238,54.571976,1301_4275
212.311401,54.581997,1301_4275
212.784698,54.593464,1301_4275
212.347671,54.599747,1301_4275
213.011124,54.650566,1301_4275
212.774796,54.679138,1301_4275
213.595871,54.706509,1301_4275
213.674393,54.721996,1301_4275
213.358948,54.739876,1301_4275
213.479492,54.763748,1301_4275
212.226685,54.789204,1301_4275
213.14006,54.769024,1301_4275
212.2052,54.856037,1301_4275
212.789459,54.946629,1301_4275
214.81543,54.126843,1301_4275
214.912064,54.152737,1301_4275
213.93486,54.202934,1301_4275
214.475021,54.268238,1301_4275
214.492859,54.26836,1301_4275
215.145676,54.324493,1301_4275
214.670135,54.38697,1301_4275
215.002319,54.478725,1301_4275
214.002472,54.488846,1301_4275
215.003433,54.523369,1301_4275
214.147751,54.63353,1301_4275
214.162903,54.711464,1301_4275
215.147766,54.828606,1301_4275
215.381073,54.057564,1301_4275
215.481949,54.075027,1301_4275
215.39119,54.203026,1301_4275
216.697327,54.229217,1301_4275
215.50415,54.356323,1301_4275
216.141022,54.418999,1301_4275
215.609528,54.439373,1301_4275
215.946182,54.551251,1301_4275
216.312592,54.55228,1301_4275
215.83725,54.730713,1301_4275
215.423477,54.828404,1301_4275
216.49646,54.833511,1301_4275
216.627426,54.93824,1301_4275
216.22438,54.954727,1301_4275
217.190521,54.07864,1301_4275
216.957825,54.098724,1301_4275
217.824753,54.113495,1301_4275
216.928345,54.230267,1301_4275
217.733276,54.283123,1301_4275
217.896072,54.372257,1301_4275
217.707581,54.648228,1301_4275
217.188309,54.681698,1301_4275
217.464722,54.686123,1301_4275
217.323593,54.709038,1301_4275
217.9814,54.876423,1301_4275
219.541336,54.162456,1301_4275
218.457718,54.22942,1301_4275
219.408432,54.267662,1301_4275
219.715637,54.356796,1301_4275
219.402222,54.405361,1301_4275
218.614075,54.472122,1301_4275
218.70726,54.534405,1301_4275
219.263992,54.685173,1301_4275
218.389389,54.780766,1301_4275
219.811752,54.827934,1301_4275
218.899323,54.828564,1301_4275
218.506485,54.834026,1301_4275
219.805649,54.968014,1301_4275
210.33136,55.086922,1301_4275
209.117859,55.166359,1301_4275
208.867874,55.207722,1301_4275
209.150513,55.19239,1301_4275
209.286758,55.189678,1301_4275
209.198685,55.206921,1301_4275
208.849335,55.202705,1301_4275
209.529312,55.2831,1301_4275
209.949463,55.300571,1301_4275
210.409256,55.308182,1301_4275
209.671936,55.323101,1301_4275
209.368576,55.355038,1301_4275
209.914551,55.443405,1301_4275
209.967835,55.465286,1301_4275
209.539413,55.540852,1301_4275
210.242447,55.5681,1301_4275
210.228546,55.61964,1301_4275
209.144775,55.667687,1301_4275
208.942078,55.675217,1301_4275
209.868133,55.707054,1301_4275
210.153564,55.725655,1301_4275
208.981293,55.760666,1301_4275
209.032471,55.815609,1301_4275
210.151413,55.871018,1301_4275
209.957382,55.894707,1301_4275
210.65799,55.0238,1301_4275
211.729599,55.213062,1301_4275
212.003998,55.258217,1301_4275
211.91478,55.23312,1301_4275
211.885681,55.239986,1301_4275
211.766403,55.260757,1301_4275
210.710159,55.411366,1301_4275
211.756836,55.519615,1301_4275
211.220612,55.677914,1301_4275
210.64418,55.676636,1301_4275
210.766708,55.708042,1301_4275
211.279007,55.70084,1301_4275
212.457245,55.016281,1301_4275
213.535523,55.010467,1301_4275
213.651459,55.062466,1301_4275
212.971497,55.109039,1301_4275
212.272369,55.151615,1301_4275
212.636581,55.182625,1301_4275
213.037079,55.228241,1301_4275
212.177032,55.240601,1301_4275
212.103363,55.336563,1301_4275
212.773422,55.386803,1301_4275
212.164017,55.466053,1301_4275
212.243622,55.495552,1301_4275
213.572845,55.513,1301_4275
212.165024,55.578022,1301_4275
212.204559,55.637169,1301_4275
212.408783,55.647339,1301_4275
213.480987,55.719357,1301_4275
212.920792,55.796898,1301_4275
214.848144,55.011856,1301_4275
214.639572,55.147488,1301_4275
215.250748,55.175194,1301_4275
214.332459,55.219215,1301_4275
214.00032,55.364109,1301_4275
214.619461,55.4571,1301_4275
214.895447,55.458962,1301_4275
214.146668,55.48151,1301_4275
214.176209,55.515049,1301_4275
213.738373,55.633755,1301_4275
214.241287,55.66687,1301_4275
214.520798,55.678165,1301_4275
215.049591,55.774597,1301_4275
215.381638,55.046955,1301_4275
216.28595,55.138115,1301_4275
216.575806,55.157219,1301_4275
215.944,55.206379,1301_4275
216.789215,55.233643,1301_4275
216.543793,55.242374,1301_4275
216.599075,55.301342,1301_4275
216.530151,55.328838,1301_4275
216.564621,55.329418,1301_4275
215.41182,55.340649,1301_4275
216.597214,55.475098,1301_4275
216.173843,55.503174,1301_4275
216.666977,55.48803,1301_4275
215.668274,55.547287,1301_4275
215.971954,55.667068,1301_4275
216.08812,55.742367,1301_4275
215.316116,55.757687,1301_4275
215.538773,55.783234,1301_4275
216.254273,55.781845,1301_4275
215.4599,55.787472,1301_4275
216.859817,55.819546,1301_4275
218.069809,55.006325,1301_4275
217.332565,55.111221,1301_4275
217.144577,55.096451,1301_4275
218.196899,55.141067,1301_4275
217.71904,55.205998,1301_4275
217.268326,55.203339,1301_4275
216.971985,55.221546,1301_4275
217.708466,55.263634,1301_4275
217.088425,55.367073,1301_4275
217.400818,55.401341,1301_4275
217.857559,55.443459,1301_4275
217.22464,55.453125,1301_4275
218.006836,55.493298,1301_4275
217.36026,55.495979,1301_4275
218.290146,55.541634,1301_4275
218.291901,55.587231,1301_4275
216.948181,55.633583,1301_4275
217.084778,55.66544,1301_4275
217.454666,55.720551,1301_4275
217.469406,55.769699,1301_4275
216.872879,55.77393,1301_4275
216.878876,55.794086,1301_4275
216.939438,55.877148,1301_4275
218.79454,55.063026,1301_4275
218.540436,55.071095,1301_4275
219.232437,55.133591,1301_4275
218.9104,55.135887,1301_4275
218.912674,55.177967,1301_4275
218.7603,55.196377,1301_4275
219.974533,55.275673,1301_4275
219.90799,55.443043,1301_4275
218.969315,55.527519,1301_4275
219.791962,55.544693,1301_4275
219.654495,55.535358,1301_4275
218.969696,55.545967,1301_4275
218.528275,55.61673,1301_4275
219.805328,55.614353,1301_4275
218.97995,55.665669,1301_4275
219.819595,55.650024,1301_4275
219.340424,55.889736,1301_4275
210.353577,55.911888,1301_4275
210.232269,55.932606,1301_4275
209.687424,56.022244,1301_4275
209.836807,56.18697,1301_4275
209.451737,56.228241,1301_4275
209.696625,56.284565,1301_4275
210.268295,56.421101,1301_4275
209.432343,56.459686,1301_4275
209.550644,56.482079,1301_4275
208.925186,56.502041,1301_4275
208.876404,56.619949,1301_4275
210.223602,56.753967,1301_4275
210.215408,56.839241,1301_4275
211.532867,55.968048,1301_4275
211.556915,56.020981,1301_4275
211.628494,56.045727,1301_4275
211.614914,56.141468,1301_4275
211.274994,56.129696,1301_4275
211.259674,56.126534,1301_4275
211.644089,56.132023,1301_4275
211.111725,56.174515,1301_4275
211.592117,56.183678,1301_4275
211.492737,56.218418,1301_4275
210.88945,56.217407,1301_4275
211.071655,56.348755,1301_4275
211.85672,56.379898,1301_4275
210.581238,56.459492,1301_4275
211.804489,56.48624,1301_4275
211.183487,56.571766,1301_4275
212.974289,56.03183,1301_4275
212.232697,56.039803,1301_4275
212.34494,56.276474,1301_4275
212.425522,56.449921,1301_4275
212.425125,56.542023,1301_4275
213.281692,56.532928,1301_4275
212.313614,56.572281,1301_4275
213.079651,56.808018,1301_4275
212.828232,56.818035,1301_4275
213.028046,56.835709,1301_4275
214.699539,55.928799,1301_4275
214.660584,55.919517,1301_4275
214.08165,55.962498,1301_4275
214.004364,56.003899,1301_4275
214.658081,56.053642,1301_4275
214.835632,56.102737,1301_4275
214.889145,56.130386,1301_4275
214.047745,56.141998,1301_4275
213.751419,56.177952,1301_4275
214.88884,56.290112,1301_4275
214.285644,56.310581,1301_4275
215.268509,56.359219,1301_4275
214.988236,56.391193,1301_4275
214.296493,56.395828,1301_4275
214.588898,56.48222,1301_4275
215.253418,56.510746,1301_4275
214.75412,56.515423,1301_4275
214.466537,56.554977,1301_4275
215.130005,56.581638,1301_4275
215.06514,56.601692,1301_4275
214.598724,56.617912,1301_4275
214.298523,56.662456,1301_4275
215.227264,56.814789,1301_4275
216.109787,55.960014,1301_4275
216.529816,55.994091,1301_4275
215.810791,56.049374,1301_4275
215.558472,56.164738,1301_4275
216.224899,56.15728,1301_4275
216.147308,56.249447,1301_4275
216.716431,56.414154,1301_4275
215.71312,56.523972,1301_4275
215.83461,56.688942,1301_4275
216.85376,56.72559,1301_4275
215.305298,56.716385,1301_4275
216.92688,55.908955,1301_4275
217.849976,55.962254,1301_4275
218.326538,56.001923,1301_4275
217.678772,56.13427,1301_4275
217.095627,56.231556,1301_4275
217.401672,56.260201,1301_4275
217.558807,56.393723,1301_4275
218.292633,56.446789,1301_4275
218.322647,56.457497,1301_4275
218.27356,56.454361,1301_4275
216.949448,56.550613,1301_4275
218.330032,56.567432,1301_4275
216.94014,56.570087,1301_4275
216.926575,56.595989,1301_4275
217.336578,56.600349,1301_4275
218.031906,56.618202,1301_4275
217.152527,56.609116,1301_4275
218.406113,56.629433,1301_4275
217.798172,56.635506,1301_4275
217.0439,56.663475,1301_4275
217.337418,56.683056,1301_4275
217.322952,56.729992,1301_4275
218.031967,56.751259,1301_4275
217.584915,56.799042,1301_4275
216.934158,56.799492,1301_4275
217.131683,56.83498,1301_4275
219.654816,55.996777,1301_4275
219.660889,56.000236,1301_4275
218.616119,55.997444,1301_4275
219.067215,56.028618,1301_4275
219.713516,55.999035,1301_4275
218.868317,56.00592,1301_4275
219.332153,56.009197,1301_4275
219.840378,56.031444,1301_4275
219.492538,56.109177,1301_4275
219.853424,56.118454,1301_4275
219.845901,56.122925,1301_4275
219.977158,56.219234,1301_4275
219.021851,56.254871,1301_4275
219.337143,56.386539,1301_4275
218.698807,56.42202,1301_4275
218.986176,56.435924,1301_4275
219.847931,56.491878,1301_4275
219.550812,56.497955,1301_4275
219.590653,56.515137,1301_4275
220.072372,56.5844,1301_4275
219.085083,56.594688,1301_4275
218.75618,56.628857,1301_4275
218.784302,56.658211,1301_4275
219.757355,56.748199,1301_4275
219.904556,56.840286,1301_4275
209.539948,56.869362,1301_4275
208.991562,56.884029,1301_4275
208.783035,56.894363,1301_4275
210.242432,56.976021,1301_4275
209.932266,57.126465,1301_4275
209.666199,57.156979,1301_4275
209.068146,57.380859,1301_4275
210.201584,57.511112,1301_4275
209.112412,57.512756,1301_4275
208.690842,57.556175,1301_4275
210.047195,57.640346,1301_4275
210.170654,57.664898,1301_4275
209.080978,57.709969,1301_4275
210.780258,57.065758,1301_4275
210.629623,57.09354,1301_4275
211.104095,57.118259,1301_4275
211.904373,57.227856,1301_4275
211.849747,57.411072,1301_4275
211.478439,57.549408,1301_4275
211.546204,57.589668,1301_4275
211.546249,57.619793,1301_4275
210.602402,57.656265,1301_4275
210.611969,57.66148,1301_4275
210.684494,57.71479,1301_4275
212.316834,56.859882,1301_4275
212.169556,56.905048,1301_4275
212.281433,56.940502,1301_4275
212.11908,56.946087,1301_4275
212.256744,56.98003,1301_4275
212.578171,57.01767,1301_4275
212.510757,57.019852,1301_4275
212.269653,57.03743,1301_4275
212.885895,57.068798,1301_4275
212.095871,57.147739,1301_4275
213.139252,57.179367,1301_4275
212.920578,57.198368,1301_4275
212.458023,57.22504,1301_4275
213.491364,57.238537,1301_4275
213.526031,57.333084,1301_4275
213.014008,57.363293,1301_4275
212.613205,57.36607,1301_4275
213.576584,57.377564,1301_4275
212.130005,57.406738,1301_4275
212.758179,57.428154,1301_4275
212.314529,57.446087,1301_4275
212.966934,57.460319,1301_4275
213.367996,57.476372,1301_4275
212.964462,57.488709,1301_4275
213.34552,57.518585,1301_4275
212.824158,57.520996,1301_4275
213.586731,57.546841,1301_4275
213.546829,57.544617,1301_4275
213.604874,57.630859,1301_4275
212.070816,57.652313,1301_4275
212.748459,57.691952,1301_4275
212.352661,57.716354,1301_4275
212.743149,57.759705,1301_4275
212.720154,57.768215,1301_4275
212.4646,57.796677,1301_4275
215.197632,56.852032,1301_4275
215.117325,56.857895,1301_4275
215.214371,56.872746,1301_4275
213.734436,56.902283,1301_4275
215.118744,57.017494,1301_4275
214.20433,57.047108,1301_4275
213.661041,57.198566,1301_4275
214.466675,57.235199,1301_4275
214.270615,57.254372,1301_4275
214.327591,57.362904,1301_4275
214.210739,57.393139,1301_4275
214.539276,57.5186,1301_4275
214.464539,57.531799,1301_4275
213.864471,57.609169,1301_4275
213.954086,57.662121,1301_4275
215.365021,57.005806,1301_4275
216.624939,57.024589,1301_4275
216.099915,57.029461,1301_4275
216.254379,57.065247,1301_4275
216.79985,57.14045,1301_4275
216.820038,57.143543,1301_4275
215.753754,57.178761,1301_4275
215.837585,57.231533,1301_4275
216.839279,57.206802,1301_4275
216.341614,57.265285,1301_4275
216.529862,57.289738,1301_4275
215.591431,57.299217,1301_4275
215.376602,57.295055,1301_4275
216.95227,57.63028,1301_4275
217.328995,56.873768,1301_4275
217.512787,56.904774,1301_4275
217.637878,56.925568,1301_4275
218.177978,56.964821,1301_4275
217.117416,56.98827,1301_4275
216.981613,57.009777,1301_4275
218.316864,57.014088,1301_4275
217.003388,57.012856,1301_4275
218.05928,57.140106,1301_4275
218.260208,57.216923,1301_4275
217.07663,57.228882,1301_4275
217.817062,57.279854,1301_4275
217.817184,57.344814,1301_4275
217.765915,57.341679,1301_4275
217.781281,57.350887,1301_4275
217.740753,57.373817,1301_4275
218.434753,57.40736,1301_4275
218.383194,57.408386,1301_4275
217.796539,57.438427,1301_4275
218.51796,57.420505,1301_4275
217.814926,57.437256,1301_4275
217.854416,57.469807,1301_4275
218.54361,57.459923,1301_4275
218.565414,57.471237,1301_4275
218.466888,57.494324,1301_4275
218.329498,57.510162,1301_4275
217.852417,57.634521,1301_4275
217.859497,57.715527,1301_4275
219.293518,56.89822,1301_4275
219.630402,57.205872,1301_4275
218.938782,57.271553,1301_4275
219.819427,57.313759,1301_4275
219.972611,57.31966,1301_4275
